Bmo_Pep Pra_Pep Bmo_Nscaff Bmo_Nscaff_Pep_Start Bmo_Nscaff_Pep_End Bmo_Chrom Bmo_Nscaf_Order_within_Chrom
BGIBMGA000469-PA pra787.3 nscaf1681 5177594 5181915 22 22.3
BGIBMGA000471-PA pra569.7 nscaf1681 5587521 5591436 22 22.3
BGIBMGA000472-PA pra569.5 nscaf1681 5666445 5676633 22 22.3
BGIBMGA000473-PA pra569.1 nscaf1681 5683792 5704054 22 22.3
BGIBMGA000473-PA pra569.2 nscaf1681 5683792 5704054 22 22.3
BGIBMGA000474-PA pra205.23 nscaf1681 5779112 5787040 22 22.3
BGIBMGA000476-PA pra205.22 nscaf1681 5874826 5875287 22 22.3
BGIBMGA000478-PA pra837.5 nscaf1690 7945924 7962255 1 1.2
BGIBMGA000480-PA pra837.6 nscaf1690 7881371 7884088 1 1.2
BGIBMGA000481-PA pra64.2 nscaf1690 7789600 7791384 1 1.2
BGIBMGA000482-PA pra1059.2 nscaf1690 7625378 7626097 1 1.2
BGIBMGA000483-PA pra1059.4 nscaf1690 7423837 7434189 1 1.2
BGIBMGA000486-PA pra1059.6 nscaf1690 7356855 7377129 1 1.2
BGIBMGA000488-PA pra1059.7 nscaf1690 7297179 7314092 1 1.2
BGIBMGA000491-PA pra1059.18 nscaf1690 6951168 6964164 1 1.2
BGIBMGA000492-PA pra1059.20 nscaf1690 6897075 6898510 1 1.2
BGIBMGA000493-PA pra1059.22 nscaf1690 6853337 6854927 1 1.2
BGIBMGA000494-PA pra532.2 nscaf1690 6806368 6812667 1 1.2
BGIBMGA000495-PA pra532.5 nscaf1690 6746511 6746723 1 1.2
BGIBMGA000496-PA pra532.6 nscaf1690 6708583 6720736 1 1.2
BGIBMGA000496-PA pra532.8 nscaf1690 6708583 6720736 1 1.2
BGIBMGA000497-PA pra532.20 nscaf1690 6693452 6703787 1 1.2
BGIBMGA000497-PA pra532.9 nscaf1690 6693452 6703787 1 1.2
BGIBMGA000498-PA pra54.38 nscaf1690 6605133 6613008 1 1.2
BGIBMGA000499-PA pra54.35 nscaf1690 6468571 6472027 1 1.2
BGIBMGA000500-PA pra220.44 nscaf1690 6446244 6452532 1 1.2
BGIBMGA000500-PA pra54.34 nscaf1690 6446244 6452532 1 1.2
BGIBMGA000503-PA pra54.31 nscaf1690 6401065 6410506 1 1.2
BGIBMGA000504-PA pra38.28 nscaf1690 6370648 6385894 1 1.2
BGIBMGA000506-PA pra54.23 nscaf1690 6290053 6290650 1 1.2
BGIBMGA000507-PA pra54.22 nscaf1690 6284593 6286640 1 1.2
BGIBMGA000509-PA pra54.21 nscaf1690 6182013 6210424 1 1.2
BGIBMGA000511-PA pra54.27 nscaf1690 6145456 6151568 1 1.2
BGIBMGA000512-PA pra54.18 nscaf1690 6000436 6013039 1 1.2
BGIBMGA000513-PA pra54.12 nscaf1690 5910663 5917969 1 1.2
BGIBMGA000515-PA pra38.2 nscaf1690 5886118 5887590 1 1.2
BGIBMGA000516-PA pra38.3 nscaf1690 5812276 5818725 1 1.2
BGIBMGA000517-PA pra54.7 nscaf1690 5759679 5769269 1 1.2
BGIBMGA000518-PA pra54.9 nscaf1690 5731420 5734999 1 1.2
BGIBMGA000520-PA pra54.156 nscaf1690 5637627 5639599 1 1.2
BGIBMGA000521-PA pra1929.1 nscaf1690 5467593 5474024 1 1.2
BGIBMGA000521-PA pra82.43 nscaf1690 5467593 5474024 1 1.2
BGIBMGA000522-PA pra38.55 nscaf1690 5321185 5323410 1 1.2
BGIBMGA000523-PA pra38.59 nscaf1690 5311421 5312823 1 1.2
BGIBMGA000524-PA pra38.53 nscaf1690 5282740 5288629 1 1.2
BGIBMGA000526-PA pra38.50 nscaf1690 5244759 5246496 1 1.2
BGIBMGA000527-PA pra38.5 nscaf1690 5192441 5206049 1 1.2
BGIBMGA000528-PA pra38.6 nscaf1690 5162230 5179250 1 1.2
BGIBMGA000528-PA pra4.4 nscaf1690 5162230 5179250 1 1.2
BGIBMGA000528-PA pra628.2 nscaf1690 5162230 5179250 1 1.2
BGIBMGA000529-PA pra38.31 nscaf1690 4992367 5009270 1 1.2
BGIBMGA000530-PA pra38.27 nscaf1690 4915810 4928526 1 1.2
BGIBMGA000532-PA pra38.24 nscaf1690 4846052 4858306 1 1.2
BGIBMGA000534-PA pra38.22 nscaf1690 4797869 4807705 1 1.2
BGIBMGA000535-PA pra38.19 nscaf1690 4734332 4743454 1 1.2
BGIBMGA000536-PA pra38.14 nscaf1690 4681675 4695309 1 1.2
BGIBMGA000538-PA pra38.33 nscaf1690 4622058 4625073 1 1.2
BGIBMGA000539-PA pra38.38 nscaf1690 4586708 4592703 1 1.2
BGIBMGA000540-PA pra38.43 nscaf1690 4363626 4383873 1 1.2
BGIBMGA000541-PA pra38.44 nscaf1690 4346541 4352120 1 1.2
BGIBMGA000542-PA pra38.45 nscaf1690 4333348 4338870 1 1.2
BGIBMGA000544-PA pra38.48 nscaf1690 4261270 4266115 1 1.2
BGIBMGA000545-PA pra555.51 nscaf1690 4233529 4249506 1 1.2
BGIBMGA000549-PA pra555.40 nscaf1690 3748863 3757879 1 1.2
BGIBMGA000550-PA pra555.37 nscaf1690 3670247 3688538 1 1.2
BGIBMGA000552-PA pra555.36 nscaf1690 3648885 3653333 1 1.2
BGIBMGA000553-PA pra555.20 nscaf1690 3614400 3623673 1 1.2
BGIBMGA000554-PA pra555.18 nscaf1690 3586735 3588378 1 1.2
BGIBMGA000555-PA pra555.32 nscaf1690 3518051 3527843 1 1.2
BGIBMGA000556-PA pra555.30 nscaf1690 3512707 3513486 1 1.2
BGIBMGA000557-PA pra555.28 nscaf1690 3499311 3507762 1 1.2
BGIBMGA000559-PA pra1440.15 nscaf1690 3416727 3419492 1 1.2
BGIBMGA000563-PA pra555.13 nscaf1690 3189322 3196609 1 1.2
BGIBMGA000564-PA pra555.11 nscaf1690 3157786 3162713 1 1.2
BGIBMGA000565-PA pra555.6 nscaf1690 2887588 2897043 1 1.2
BGIBMGA000567-PA pra775.1 nscaf1690 2528129 2544645 1 1.2
BGIBMGA000570-PA pra775.5 nscaf1690 2393610 2403122 1 1.2
BGIBMGA000573-PA pra775.11 nscaf1690 1889832 1890687 1 1.2
BGIBMGA000574-PA pra775.12 nscaf1690 1842920 1852943 1 1.2
BGIBMGA000577-PA pra775.13 nscaf1690 1777435 1780162 1 1.2
BGIBMGA000578-PA pra233.3 nscaf1690 1697758 1710845 1 1.2
BGIBMGA000579-PA pra233.4 nscaf1690 1674795 1685058 1 1.2
BGIBMGA000581-PA pra233.11 nscaf1690 1437703 1447157 1 1.2
BGIBMGA000582-PA pra233.12 nscaf1690 1325859 1329432 1 1.2
BGIBMGA000586-PA pra233.13 nscaf1690 1241810 1246397 1 1.2
BGIBMGA000587-PA pra233.17 nscaf1690 1100862 1118709 1 1.2
BGIBMGA000588-PA pra233.18 nscaf1690 1088029 1091916 1 1.2
BGIBMGA000589-PA pra233.20 nscaf1690 1053317 1053631 1 1.2
BGIBMGA000590-PA pra233.22 nscaf1690 1025643 1027490 1 1.2
BGIBMGA000591-PA pra617.32 nscaf1690 875158 879920 1 1.2
BGIBMGA000592-PA pra617.31 nscaf1690 873332 874690 1 1.2
BGIBMGA000593-PA pra54.127 nscaf1690 848931 853234 1 1.2
BGIBMGA000596-PA pra71.6 nscaf1690 720597 722033 1 1.2
BGIBMGA000599-PA pra617.24 nscaf1690 581663 599459 1 1.2
BGIBMGA000600-PA pra617.23 nscaf1690 555913 571792 1 1.2
BGIBMGA000601-PA pra617.22 nscaf1690 526783 542633 1 1.2
BGIBMGA000602-PA pra617.18 nscaf1690 221130 226113 1 1.2
BGIBMGA000603-PA pra617.16 nscaf1690 171925 206639 1 1.2
BGIBMGA000606-PA pra617.14 nscaf1690 98078 98945 1 1.2
BGIBMGA000607-PA pra617.15 nscaf1690 150373 151233 1 1.2
BGIBMGA000608-PA pra617.17 nscaf1690 208705 212701 1 1.2
BGIBMGA000610-PA pra617.34 nscaf1690 253384 254616 1 1.2
BGIBMGA000612-PA pra617.19 nscaf1690 386396 394841 1 1.2
BGIBMGA000613-PA pra617.35 nscaf1690 395717 400958 1 1.2
BGIBMGA000615-PA pra617.20 nscaf1690 491532 512822 1 1.2
BGIBMGA000616-PA pra617.21 nscaf1690 519948 520533 1 1.2
BGIBMGA000617-PA pra617.25 nscaf1690 613741 618093 1 1.2
BGIBMGA000619-PA pra617.27 nscaf1690 837031 839056 1 1.2
BGIBMGA000620-PA pra617.29 nscaf1690 844284 845828 1 1.2
BGIBMGA000621-PA pra617.30 nscaf1690 863573 870869 1 1.2
BGIBMGA000622-PA pra617.33 nscaf1690 904412 932611 1 1.2
BGIBMGA000623-PA pra617.37 nscaf1690 947699 961270 1 1.2
BGIBMGA000624-PA pra233.23 nscaf1690 1004700 1021563 1 1.2
BGIBMGA000625-PA pra233.21 nscaf1690 1044026 1049922 1 1.2
BGIBMGA000626-PA pra233.19 nscaf1690 1065369 1087878 1 1.2
BGIBMGA000627-PA pra233.16 nscaf1690 1147348 1152022 1 1.2
BGIBMGA000628-PA pra233.15 nscaf1690 1195413 1205316 1 1.2
BGIBMGA000629-PA pra233.14 nscaf1690 1216753 1231482 1 1.2
BGIBMGA000630-PA pra233.10 nscaf1690 1451333 1453695 1 1.2
BGIBMGA000631-PA pra233.24 nscaf1690 1464237 1465358 1 1.2
BGIBMGA000635-PA pra233.1 nscaf1690 1760819 1761604 1 1.2
BGIBMGA000638-PA pra775.10 nscaf1690 2031762 2038117 1 1.2
BGIBMGA000639-PA pra775.9 nscaf1690 2207445 2208358 1 1.2
BGIBMGA000640-PA pra775.7 nscaf1690 2287752 2300047 1 1.2
BGIBMGA000642-PA pra775.4 nscaf1690 2410313 2420619 1 1.2
BGIBMGA000645-PA pra555.3 nscaf1690 2821878 2833063 1 1.2
BGIBMGA000645-PA pra555.4 nscaf1690 2821878 2833063 1 1.2
BGIBMGA000645-PA pra555.5 nscaf1690 2821878 2833063 1 1.2
BGIBMGA000646-PA pra1207.12 nscaf1690 2902126 2903286 1 1.2
BGIBMGA000647-PA pra555.7 nscaf1690 2909820 2918295 1 1.2
BGIBMGA000648-PA pra555.8 nscaf1690 2937433 2947099 1 1.2
BGIBMGA000652-PA pra555.56 nscaf1690 3097435 3098136 1 1.2
BGIBMGA000654-PA pra555.9 nscaf1690 3120002 3125508 1 1.2
BGIBMGA000655-PA pra555.12 nscaf1690 3171591 3176144 1 1.2
BGIBMGA000657-PA pra555.14 nscaf1690 3306721 3312335 1 1.2
BGIBMGA000658-PA pra555.16 nscaf1690 3382077 3387314 1 1.2
BGIBMGA000659-PA pra555.17 nscaf1690 3406750 3411439 1 1.2
BGIBMGA000660-PA pra603.20 nscaf1690 3421450 3424688 1 1.2
BGIBMGA000661-PA pra555.22 nscaf1690 3433865 3446830 1 1.2
BGIBMGA000663-PA pra555.26 nscaf1690 3489391 3492259 1 1.2
BGIBMGA000664-PA pra555.21 nscaf1690 3531696 3534122 1 1.2
BGIBMGA000665-PA pra555.35 nscaf1690 3543584 3544201 1 1.2
BGIBMGA000666-PA pra555.34 nscaf1690 3549288 3553521 1 1.2
BGIBMGA000667-PA pra619.18 nscaf1690 3577613 3586055 1 1.2
BGIBMGA000667-PA pra849.9 nscaf1690 3577613 3586055 1 1.2
BGIBMGA000668-PA pra555.19 nscaf1690 3612459 3612845 1 1.2
BGIBMGA000669-PA pra41603.74 nscaf1690 3697437 3702031 1 1.2
BGIBMGA000669-PA pra555.38 nscaf1690 3697437 3702031 1 1.2
BGIBMGA000671-PA pra555.39 nscaf1690 3739208 3746516 1 1.2
BGIBMGA000672-PA pra555.41 nscaf1690 3762349 3777359 1 1.2
BGIBMGA000673-PA pra555.42 nscaf1690 3807081 3807521 1 1.2
BGIBMGA000674-PA pra555.43 nscaf1690 3827032 3835766 1 1.2
BGIBMGA000674-PA pra555.44 nscaf1690 3827032 3835766 1 1.2
BGIBMGA000675-PA pra555.45 nscaf1690 3852147 3857108 1 1.2
BGIBMGA000675-PA pra555.46 nscaf1690 3852147 3857108 1 1.2
BGIBMGA000677-PA pra555.47 nscaf1690 3950070 3952368 1 1.2
BGIBMGA000678-PA pra555.48 nscaf1690 4126607 4131294 1 1.2
BGIBMGA000680-PA pra38.1 nscaf1690 4222411 4226447 1 1.2
BGIBMGA000680-PA pra555.52 nscaf1690 4222411 4226447 1 1.2
BGIBMGA000681-PA pra38.47 nscaf1690 4308301 4309950 1 1.2
BGIBMGA000682-PA pra38.46 nscaf1690 4326162 4327385 1 1.2
BGIBMGA000683-PA pra617.28 nscaf1690 4353984 4358122 1 1.2
BGIBMGA000684-PA pra38.42 nscaf1690 4457453 4459144 1 1.2
BGIBMGA000686-PA pra38.36 nscaf1690 4599059 4608003 1 1.2
BGIBMGA000686-PA pra38.37 nscaf1690 4599059 4608003 1 1.2
BGIBMGA000687-PA pra38.34 nscaf1690 4614784 4617933 1 1.2
BGIBMGA000688-PA pra38.32 nscaf1690 4635598 4643996 1 1.2
BGIBMGA000689-PA pra38.13 nscaf1690 4669283 4678778 1 1.2
BGIBMGA000690-PA pra38.16 nscaf1690 4700619 4702754 1 1.2
BGIBMGA000691-PA pra38.17 nscaf1690 4706063 4712302 1 1.2
BGIBMGA000691-PA pra38.18 nscaf1690 4706063 4712302 1 1.2
BGIBMGA000692-PA pra38.21 nscaf1690 4749918 4777297 1 1.2
BGIBMGA000694-PA pra38.23 nscaf1690 4827261 4827677 1 1.2
BGIBMGA000696-PA pra38.25 nscaf1690 4860939 4873076 1 1.2
BGIBMGA000697-PA pra38.26 nscaf1690 4901251 4903573 1 1.2
BGIBMGA000698-PA pra38.29 nscaf1690 4961779 4985456 1 1.2
BGIBMGA000699-PA pra1865.1 nscaf1690 5115125 5131329 1 1.2
BGIBMGA000699-PA pra38.11 nscaf1690 5115125 5131329 1 1.2
BGIBMGA000699-PA pra38.12 nscaf1690 5115125 5131329 1 1.2
BGIBMGA000700-PA pra38.9 nscaf1690 5142220 5143295 1 1.2
BGIBMGA000701-PA pra38.51 nscaf1690 5265439 5267758 1 1.2
BGIBMGA000703-PA pra38.54 nscaf1690 5308630 5311074 1 1.2
BGIBMGA000705-PA pra38.58 nscaf1690 5391096 5419331 1 1.2
BGIBMGA000708-PA pra555.54 nscaf1690 5494014 5505703 1 1.2
BGIBMGA000709-PA pra54.10 nscaf1690 5722265 5727123 1 1.2
BGIBMGA000710-PA pra54.8 nscaf1690 5743707 5747863 1 1.2
BGIBMGA000711-PA pra54.6 nscaf1690 5778033 5785201 1 1.2
BGIBMGA000712-PA pra54.13 nscaf1690 5937888 5951623 1 1.2
BGIBMGA000712-PA pra54.14 nscaf1690 5937888 5951623 1 1.2
BGIBMGA000712-PA pra54.15 nscaf1690 5937888 5951623 1 1.2
BGIBMGA000713-PA pra54.16 nscaf1690 5953263 5957329 1 1.2
BGIBMGA000714-PA pra54.17 nscaf1690 5980572 5987034 1 1.2
BGIBMGA000715-PA pra54.29 nscaf1690 6034977 6050581 1 1.2
BGIBMGA000716-PA pra54.28 nscaf1690 6123894 6136974 1 1.2
BGIBMGA000717-PA pra54.19 nscaf1690 6165474 6170198 1 1.2
BGIBMGA000717-PA pra54.20 nscaf1690 6165474 6170198 1 1.2
BGIBMGA000719-PA pra54.25 nscaf1690 6291695 6299369 1 1.2
BGIBMGA000721-PA pra54.26 nscaf1690 6312149 6329109 1 1.2
BGIBMGA000722-PA pra54.30 nscaf1690 6395088 6398052 1 1.2
BGIBMGA000723-PA pra54.32 nscaf1690 6436373 6442044 1 1.2
BGIBMGA000724-PA pra54.37 nscaf1690 6553161 6573490 1 1.2
BGIBMGA000728-PA pra64.3 nscaf1690 6685361 6687418 1 1.2
BGIBMGA000730-PA pra532.3 nscaf1690 6801129 6803397 1 1.2
BGIBMGA000731-PA pra1059.23 nscaf1690 6826614 6845482 1 1.2
BGIBMGA000731-PA pra531.1 nscaf1690 6826614 6845482 1 1.2
BGIBMGA000731-PA pra532.1 nscaf1690 6826614 6845482 1 1.2
BGIBMGA000733-PA pra1059.21 nscaf1690 6866385 6879218 1 1.2
BGIBMGA000735-PA pra1059.13 nscaf1690 7143966 7150268 1 1.2
BGIBMGA000737-PA pra1059.11 nscaf1690 7241397 7245744 1 1.2
BGIBMGA000738-PA pra1059.10 nscaf1690 7257239 7258186 1 1.2
BGIBMGA000739-PA pra1059.8 nscaf1690 7284806 7285318 1 1.2
BGIBMGA000741-PA pra360.3 nscaf1690 7589467 7590808 1 1.2
BGIBMGA000742-PA pra1059.1 nscaf1690 7642595 7660022 1 1.2
BGIBMGA000743-PA pra64.1 nscaf1690 7757392 7772089 1 1.2
BGIBMGA000745-PA pra61.6 nscaf1690 7807412 7810178 1 1.2
BGIBMGA000748-PA pra837.8 nscaf1690 7827283 7843722 1 1.2
BGIBMGA000752-PA pra55.21 nscaf1705 1247487 1249310 25 25.1
BGIBMGA000753-PA pra55.24 nscaf1705 1208743 1223985 25 25.1
BGIBMGA000754-PA pra55.26 nscaf1705 1185526 1187341 25 25.1
BGIBMGA000756-PA pra55.28 nscaf1705 1171182 1174985 25 25.1
BGIBMGA000757-PA pra34.1 nscaf1705 1134809 1150617 25 25.1
BGIBMGA000758-PA pra34.3 nscaf1705 1131161 1133064 25 25.1
BGIBMGA000759-PA pra272.18 nscaf1705 1077788 1079202 25 25.1
BGIBMGA000759-PA pra34.5 nscaf1705 1077788 1079202 25 25.1
BGIBMGA000760-PA pra34.7 nscaf1705 1019112 1047143 25 25.1
BGIBMGA000762-PA pra34.10 nscaf1705 931265 942452 25 25.1
BGIBMGA000765-PA pra87.2 nscaf1705 848430 860072 25 25.1
BGIBMGA000766-PA pra87.12 nscaf1705 729361 756612 25 25.1
BGIBMGA000767-PA pra87.10 nscaf1705 690898 700314 25 25.1
BGIBMGA000768-PA pra87.13 nscaf1705 651306 666082 25 25.1
BGIBMGA000768-PA pra87.7 nscaf1705 651306 666082 25 25.1
BGIBMGA000769-PA pra87.15 nscaf1705 640983 642422 25 25.1
BGIBMGA000770-PA pra87.17 nscaf1705 604194 606380 25 25.1
BGIBMGA000771-PA pra87.22 nscaf1705 494888 498791 25 25.1
BGIBMGA000772-PA pra87.31 nscaf1705 403134 409052 25 25.1
BGIBMGA000773-PA pra87.32 nscaf1705 394017 397891 25 25.1
BGIBMGA000777-PA pra87.24 nscaf1705 346006 354564 25 25.1
BGIBMGA000778-PA pra87.27 nscaf1705 240915 244578 25 25.1
BGIBMGA000779-PA pra372.1 nscaf1705 222516 231842 25 25.1
BGIBMGA000779-PA pra568.17 nscaf1705 222516 231842 25 25.1
BGIBMGA000779-PA pra87.29 nscaf1705 222516 231842 25 25.1
BGIBMGA000783-PA pra87.30 nscaf1705 3574 11539 25 25.1
BGIBMGA000786-PA pra87.28 nscaf1705 235391 238727 25 25.1
BGIBMGA000787-PA pra297.55 nscaf1705 297602 300055 25 25.1
BGIBMGA000787-PA pra87.26 nscaf1705 297602 300055 25 25.1
BGIBMGA000788-PA pra87.25 nscaf1705 331702 341562 25 25.1
BGIBMGA000791-PA pra87.23 nscaf1705 459209 468814 25 25.1
BGIBMGA000792-PA pra7662.1 nscaf1705 485331 490353 25 25.1
BGIBMGA000792-PA pra87.20 nscaf1705 485331 490353 25 25.1
BGIBMGA000792-PA pra87.21 nscaf1705 485331 490353 25 25.1
BGIBMGA000793-PA pra87.19 nscaf1705 501941 506479 25 25.1
BGIBMGA000796-PA pra87.18 nscaf1705 584619 587076 25 25.1
BGIBMGA000799-PA pra87.16 nscaf1705 610282 614235 25 25.1
BGIBMGA000800-PA pra87.14 nscaf1705 643838 646943 25 25.1
BGIBMGA000801-PA pra87.8 nscaf1705 668180 670444 25 25.1
BGIBMGA000802-PA pra87.9 nscaf1705 673637 682688 25 25.1
BGIBMGA000803-PA pra87.11 nscaf1705 723956 726243 25 25.1
BGIBMGA000804-PA pra87.5 nscaf1705 759133 759627 25 25.1
BGIBMGA000806-PA pra87.4 nscaf1705 801648 822705 25 25.1
BGIBMGA000807-PA pra87.3 nscaf1705 832559 844195 25 25.1
BGIBMGA000808-PA pra87.1 nscaf1705 861442 864881 25 25.1
BGIBMGA000812-PA pra34.9 nscaf1705 979846 981819 25 25.1
BGIBMGA000813-PA pra34.8 nscaf1705 995584 1004197 25 25.1
BGIBMGA000813-PA pra588.7 nscaf1705 995584 1004197 25 25.1
BGIBMGA000813-PA pra588.8 nscaf1705 995584 1004197 25 25.1
BGIBMGA000814-PA pra34.6 nscaf1705 1048602 1061615 25 25.1
BGIBMGA000815-PA pra212.30 nscaf1705 1062272 1073077 25 25.1
BGIBMGA000816-PA pra34.4 nscaf1705 1091063 1106516 25 25.1
BGIBMGA000818-PA pra34.2 nscaf1705 1134157 1134762 25 25.1
BGIBMGA000819-PA pra55.27 nscaf1705 1178411 1182437 25 25.1
BGIBMGA000820-PA pra55.25 nscaf1705 1190844 1193552 25 25.1
BGIBMGA000823-PA pra55.22 nscaf1705 1241709 1245030 25 25.1
BGIBMGA000825-PA pra532.22 nscaf1732 5137 11251 U 51
BGIBMGA000826-PA pra691.11 nscaf1743 45273 67054 U NA
BGIBMGA000827-PA pra691.13 nscaf1743 25124 26389 U NA
BGIBMGA000828-PA pra691.15 nscaf1743 6888 18428 U NA
BGIBMGA000829-PA pra41603.40 nscaf1806 36812 46501 U NA
BGIBMGA000830-PA pra1007.4 nscaf1830 8396 8818 U 69
BGIBMGA000832-PA pra302.19 nscaf1869 43999 47105 U NA
BGIBMGA000834-PA pra1506.6 nscaf1882 1289 2344 U NA
BGIBMGA000835-PA pra562.30 nscaf1886 27474 30496 U NA
BGIBMGA000836-PA pra1506.7 nscaf1886 32219 39017 U NA
BGIBMGA000837-PA pra1440.22 nscaf1898 16163449 16165672 13 13.2
BGIBMGA000837-PA pra1913.11 nscaf1898 16163449 16165672 13 13.2
BGIBMGA000837-PA pra1913.20 nscaf1898 16163449 16165672 13 13.2
BGIBMGA000837-PA pra23.51 nscaf1898 16163449 16165672 13 13.2
BGIBMGA000837-PA pra2837.1 nscaf1898 16163449 16165672 13 13.2
BGIBMGA000837-PA pra72.4 nscaf1898 16163449 16165672 13 13.2
BGIBMGA000838-PA pra849.12 nscaf1898 16125821 16137077 13 13.2
BGIBMGA000839-PA pra849.5 nscaf1898 15736619 15750274 13 13.2
BGIBMGA000840-PA pra849.3 nscaf1898 15651205 15657866 13 13.2
BGIBMGA000842-PA pra973.3 nscaf1898 15438591 15448090 13 13.2
BGIBMGA000843-PA pra973.1 nscaf1898 15358342 15384041 13 13.2
BGIBMGA000844-PA pra849.1 nscaf1898 15277543 15292750 13 13.2
BGIBMGA000844-PA pra973.7 nscaf1898 15277543 15292750 13 13.2
BGIBMGA000846-PA pra1067.61 nscaf1898 14956350 14985686 13 13.2
BGIBMGA000846-PA pra2022.1 nscaf1898 14956350 14985686 13 13.2
BGIBMGA000846-PA pra973.12 nscaf1898 14956350 14985686 13 13.2
BGIBMGA000847-PA pra1067.60 nscaf1898 14949658 14949972 13 13.2
BGIBMGA000848-PA pra1067.59 nscaf1898 14739120 14747468 13 13.2
BGIBMGA000849-PA pra1824.14 nscaf1898 14460420 14469966 13 13.2
BGIBMGA000850-PA pra20299.1 nscaf1898 14448579 14459378 13 13.2
BGIBMGA000851-PA pra1824.11 nscaf1898 14393493 14394806 13 13.2
BGIBMGA000853-PA pra1824.10 nscaf1898 14368454 14385029 13 13.2
BGIBMGA000853-PA pra18642.1 nscaf1898 14368454 14385029 13 13.2
BGIBMGA000854-PA pra1824.8 nscaf1898 14346528 14349944 13 13.2
BGIBMGA000855-PA pra1824.6 nscaf1898 14318906 14337503 13 13.2
BGIBMGA000856-PA pra1824.4 nscaf1898 14252653 14260984 13 13.2
BGIBMGA000858-PA pra1824.2 nscaf1898 14148303 14167510 13 13.2
BGIBMGA000862-PA pra420.11 nscaf1898 13342591 13359311 13 13.2
BGIBMGA000865-PA pra420.8 nscaf1898 13297758 13302361 13 13.2
BGIBMGA000866-PA pra420.4 nscaf1898 13256842 13261153 13 13.2
BGIBMGA000867-PA pra420.2 nscaf1898 13252712 13253694 13 13.2
BGIBMGA000871-PA pra264.12 nscaf1898 12774590 12789587 13 13.2
BGIBMGA000872-PA pra264.14 nscaf1898 12753222 12763899 13 13.2
BGIBMGA000874-PA pra264.15 nscaf1898 12602540 12604942 13 13.2
BGIBMGA000875-PA pra264.16 nscaf1898 12584963 12587839 13 13.2
BGIBMGA000875-PA pra264.36 nscaf1898 12584963 12587839 13 13.2
BGIBMGA000876-PA pra264.18 nscaf1898 12561747 12565220 13 13.2
BGIBMGA000878-PA pra264.21 nscaf1898 12495773 12510176 13 13.2
BGIBMGA000878-PA pra264.22 nscaf1898 12495773 12510176 13 13.2
BGIBMGA000879-PA pra264.24 nscaf1898 12463779 12466828 13 13.2
BGIBMGA000880-PA pra264.27 nscaf1898 12315236 12327892 13 13.2
BGIBMGA000881-PA pra264.28 nscaf1898 12307663 12312393 13 13.2
BGIBMGA000882-PA pra264.31 nscaf1898 12300286 12301143 13 13.2
BGIBMGA000884-PA pra264.33 nscaf1898 12072215 12075821 13 13.2
BGIBMGA000884-PA pra264.34 nscaf1898 12072215 12075821 13 13.2
BGIBMGA000888-PA pra264.35 nscaf1898 11853867 11860131 13 13.2
BGIBMGA000890-PA pra182.67 nscaf1898 11435099 11446176 13 13.2
BGIBMGA000891-PA pra182.63 nscaf1898 11313329 11325765 13 13.2
BGIBMGA000893-PA pra182.61 nscaf1898 11262923 11279218 13 13.2
BGIBMGA000894-PA pra182.59 nscaf1898 11237018 11247890 13 13.2
BGIBMGA000895-PA pra182.55 nscaf1898 11117571 11124076 13 13.2
BGIBMGA000896-PA pra182.53 nscaf1898 11078533 11088857 13 13.2
BGIBMGA000897-PA pra182.50 nscaf1898 11042417 11047587 13 13.2
BGIBMGA000898-PA pra182.48 nscaf1898 11036999 11037955 13 13.2
BGIBMGA000899-PA pra182.47 nscaf1898 11031131 11034805 13 13.2
BGIBMGA000900-PA pra182.44 nscaf1898 10995727 11001179 13 13.2
BGIBMGA000901-PA pra182.70 nscaf1898 10980359 10984170 13 13.2
BGIBMGA000903-PA pra182.42 nscaf1898 10962059 10966694 13 13.2
BGIBMGA000904-PA pra182.41 nscaf1898 10957817 10961168 13 13.2
BGIBMGA000905-PA pra182.40 nscaf1898 10890008 10890841 13 13.2
BGIBMGA000906-PA pra182.38 nscaf1898 10819601 10820797 13 13.2
BGIBMGA000907-PA pra182.37 nscaf1898 10809924 10816429 13 13.2
BGIBMGA000909-PA pra182.33 nscaf1898 10743702 10767675 13 13.2
BGIBMGA000909-PA pra182.34 nscaf1898 10743702 10767675 13 13.2
BGIBMGA000910-PA pra182.32 nscaf1898 10730963 10736302 13 13.2
BGIBMGA000913-PA pra182.30 nscaf1898 10681314 10698428 13 13.2
BGIBMGA000913-PA pra182.31 nscaf1898 10681314 10698428 13 13.2
BGIBMGA000914-PA pra182.29 nscaf1898 10671349 10679315 13 13.2
BGIBMGA000918-PA pra182.27 nscaf1898 10617044 10617532 13 13.2
BGIBMGA000919-PA pra182.24 nscaf1898 10596506 10598701 13 13.2
BGIBMGA000920-PA pra182.12 nscaf1898 10309892 10313501 13 13.2
BGIBMGA000922-PA pra182.9 nscaf1898 10276648 10279163 13 13.2
BGIBMGA000923-PA pra182.5 nscaf1898 10257794 10263047 13 13.2
BGIBMGA000925-PA pra182.8 nscaf1898 10220444 10220983 13 13.2
BGIBMGA000926-PA pra182.3 nscaf1898 10176006 10182337 13 13.2
BGIBMGA000927-PA pra182.2 nscaf1898 10165335 10173170 13 13.2
BGIBMGA000928-PA pra3406.6 nscaf1898 10136287 10151536 13 13.2
